object,label,level,cpt_code,cpt_description,modified_no_implant_cpt_code,modified_no_implant_cpt_description,modified_number_of_levels_cpt_code,modified_number_of_levels_cpt_description
revision_diskectomy,Reexploration and revision decompression with diskectomy and laminotomy,thoracic,63040,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",,,,
revision_diskectomy,Reexploration and revision decompression with diskectomy and laminotomy,cervical,63042,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; cervical",,,,
revision_diskectomy,Reexploration and revision decompression with diskectomy and laminotomy,odontoid,63042,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; cervical",,,,
revision_diskectomy,Reexploration and revision decompression with diskectomy and laminotomy,c1_c2,,,,,,
revision_diskectomy,Reexploration and revision decompression with diskectomy and laminotomy,unspecified, , ,,,,
revision_diskectomy,Reexploration and revision decompression with diskectomy and laminotomy,modified_by_dx, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",sacral, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",l5_s1, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",lumbar, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",thoracic, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",cervical, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",odontoid, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",c1_c2, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",unspecified, , ,,,,
revision_sublaminar_decompression,"Reexploration and revision decompression with bilateral partial laminectomies, foraminotomies, and medial facetectomies",modified_by_dx, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,sacral, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,l5_s1, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,lumbar, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,thoracic, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,cervical, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,odontoid, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,c1_c2, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,unspecified, , ,,,,
revision_laminectomy,Reexploration and revision decompression with central laminectomy,modified_by_dx, , ,,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,sacral,63040,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,l5_s1,63040,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,lumbar,63040,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,thoracic,63040,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; lumbar",,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,cervical,63042,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; cervical",,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,odontoid,63042,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; cervical",,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,c1_c2,63042,"laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc, reexploration, single interspace; cervical",,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,unspecified, , ,,,,
revision_laminotomy,Reexploration and revision decompression with laminotomy and medial facetectomy,modified_by_dx, , ,,,,
laminoplasty,Laminoplasty,sacral, , ,,,,
laminoplasty,Laminoplasty,l5_s1, , ,,,,
laminoplasty,Laminoplasty,lumbar, , ,,,,
laminoplasty,Laminoplasty,thoracic, , ,,,,
laminoplasty,Laminoplasty,cervical,63051,"laminoplasty, cervical, with decompression of the spinal cord, two or more vertebral segments; with reconstruction of the posterior bony elements (including the application of bridging bone graft and non-segmental fixation devices (eg, wire, suture, mini-plates), when performed)",63050,"laminoplasty, cervical, with decompression of the spinal cord, two or more vertebral segments;",,
laminoplasty,Laminoplasty,odontoid,63051,"laminoplasty, cervical, with decompression of the spinal cord, two or more vertebral segments; with reconstruction of the posterior bony elements (including the application of bridging bone graft and non-segmental fixation devices (eg, wire, suture, mini-plates), when performed)",63050,"laminoplasty, cervical, with decompression of the spinal cord, two or more vertebral segments;",,
laminoplasty,Laminoplasty,c1_c2,63051,"laminoplasty, cervical, with decompression of the spinal cord, two or more vertebral segments; with reconstruction of the posterior bony elements (including the application of bridging bone graft and non-segmental fixation devices (eg, wire, suture, mini-plates), when performed)",63050,"laminoplasty, cervical, with decompression of the spinal cord, two or more vertebral segments;",,
laminoplasty,Laminoplasty,unspecified, , ,,,,
laminoplasty,Laminoplasty,modified_by_dx, , ,,,,
grade_1,Inferior facetectomies,sacral, , ,,,,
grade_1,Inferior facetectomies,l5_s1, , ,,,,
grade_1,Inferior facetectomies,lumbar, , ,,,,
grade_1,Inferior facetectomies,thoracic, , ,,,,
grade_1,Inferior facetectomies,cervical, , ,,,,
grade_1,Inferior facetectomies,odontoid, , ,,,,
grade_1,Inferior facetectomies,c1_c2, , ,,,,
grade_1,Inferior facetectomies,unspecified, , ,,,,
grade_1,Inferior facetectomies,modified_by_dx, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,sacral, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,l5_s1, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,lumbar, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,thoracic, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,cervical, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,odontoid, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,c1_c2, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,unspecified, , ,,,,
complete_facetectomy,Decompression with a complete facetectomy,modified_by_dx, , ,,,,
grade_2,Posterior column osteotomy,sacral, , ,,,,
grade_2,Posterior column osteotomy,l5_s1, , ,,,,
grade_2,Posterior column osteotomy,lumbar,22214,"osteotomy of spine, posterior or posterolateral approach, 1 vertebral segment; lumbar",,,,
grade_2,Posterior column osteotomy,thoracic,22212,"osteotomy of spine, posterior or posterolateral approach, 1 vertebral segment; thoracic",,,,
grade_2,Posterior column osteotomy,cervical,22210,"osteotomy of spine, posterior or posterolateral approach, 1 vertebral segment; cervical",,,,
grade_2,Posterior column osteotomy,odontoid, , ,,,,
grade_2,Posterior column osteotomy,c1_c2, , ,,,,
grade_2,Posterior column osteotomy,unspecified, , ,,,,
grade_2,Posterior column osteotomy,modified_by_dx, , ,,,,
grade_3,Pedicle subtraction osteotomy,sacral, , ,,,,
grade_3,Pedicle subtraction osteotomy,l5_s1,,,,,,
grade_3,Pedicle subtraction osteotomy,lumbar,22207,"osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); lumbar",,,,
grade_3,Pedicle subtraction osteotomy,thoracic,22206,"osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); thoracic",,,,
grade_3,Pedicle subtraction osteotomy,cervical, , ,,,,
grade_3,Pedicle subtraction osteotomy,odontoid, , ,,,,
grade_3,Pedicle subtraction osteotomy,c1_c2, , ,,,,
grade_3,Pedicle subtraction osteotomy,unspecified, , ,,,,
grade_3,Pedicle subtraction osteotomy,modified_by_dx, , ,,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),sacral, , ,,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),l5_s1,,,,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),lumbar,22207,"osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); lumbar",,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),thoracic,22206,"osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); thoracic",,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),cervical, , ,,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),odontoid, , ,,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),c1_c2, , ,,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),unspecified, , ,,,,
grade_4,Extended three column osteotomy (vertebral body partial corpectomy),modified_by_dx, , ,,,,
grade_5,Vertebral column resection,sacral, , ,,,,
grade_5,Vertebral column resection,l5_s1,,,,,,
grade_5,Vertebral column resection,lumbar,22207,"osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); lumbar",,,,
grade_5,Vertebral column resection,thoracic,22206,"osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); thoracic",,,,
grade_5,Vertebral column resection,cervical, , ,,,,
grade_5,Vertebral column resection,odontoid, , ,,,,
grade_5,Vertebral column resection,c1_c2, , ,,,,
grade_5,Vertebral column resection,unspecified, , ,,,,
grade_5,Vertebral column resection,modified_by_dx, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,sacral, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,l5_s1, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,lumbar, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,thoracic, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,cervical, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,odontoid, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,c1_c2, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,unspecified, , ,,,,
costotransversectomy,Costovertebral approach with costotransversectomy,modified_by_dx, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),sacral, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),l5_s1, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),lumbar, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),thoracic, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),cervical, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),odontoid, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),c1_c2, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),unspecified, , ,,,,
no_implant_interbody_fusion,Interbody fusion (without interbody implant),modified_by_dx, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,sacral, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,l5_s1, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,lumbar, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,thoracic, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,cervical, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,odontoid, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,c1_c2, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,unspecified, , ,,,,
llif,Lateral lumbar interbody fusion and insertion of interbody device,modified_by_dx, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,sacral, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,l5_s1, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,lumbar, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,thoracic, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,cervical, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,odontoid, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,c1_c2, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,unspecified, , ,,,,
plif,Posterior lumbar interbody fusion and insertion of interbody device,modified_by_dx, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,sacral, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,l5_s1, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,lumbar, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,thoracic, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,cervical, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,odontoid, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,c1_c2, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,unspecified, , ,,,,
tlif,Transforaminal lumbar interbody fusion and insertion of interbody device,modified_by_dx, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,sacral, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,l5_s1, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,lumbar, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,thoracic, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,cervical, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,odontoid, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,c1_c2, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,unspecified, , ,,,,
intervertebral_cage,Insertion of intervertebral biomechanical implant,modified_by_dx, , ,,,,
structural_allograft,Application of structural allograft,sacral, , ,,,,
structural_allograft,Application of structural allograft,l5_s1, , ,,,,
structural_allograft,Application of structural allograft,lumbar, , ,,,,
structural_allograft,Application of structural allograft,thoracic, , ,,,,
structural_allograft,Application of structural allograft,cervical, , ,,,,
structural_allograft,Application of structural allograft,odontoid, , ,,,,
structural_allograft,Application of structural allograft,c1_c2, , ,,,,
structural_allograft,Application of structural allograft,unspecified, , ,,,,
structural_allograft,Application of structural allograft,modified_by_dx, , ,,,,
anterior_disc_arthroplasty,Total disk arthroplasty,sacral, , ,,,,
anterior_disc_arthroplasty,Total disk arthroplasty,l5_s1,22857,"total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), single interspace, lumbar",,,,
anterior_disc_arthroplasty,Total disk arthroplasty,lumbar,22857,"total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), single interspace, lumbar",,,,
anterior_disc_arthroplasty,Total disk arthroplasty,thoracic, , ,,,,
anterior_disc_arthroplasty,Total disk arthroplasty,cervical,22856,"total disc arthroplasty (artificial disc), anterior approach, including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection); single interspace, cervical",,,,
anterior_disc_arthroplasty,Total disk arthroplasty,odontoid, , ,,,,
anterior_disc_arthroplasty,Total disk arthroplasty,c1_c2, , ,,,,
anterior_disc_arthroplasty,Total disk arthroplasty,unspecified, , ,,,,
revision_anterior_disc_arthroplasty,Total disk arthroplasty,l5_s1,22862,"revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar",,,,
revision_anterior_disc_arthroplasty,Total disk arthroplasty,lumbar,22862,"revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar",,,,
revision_anterior_disc_arthroplasty,Total disk arthroplasty,cervical,22861,"revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical",,,,
removal_anterior_disc_arthroplasty,Total disk arthroplasty,l5_s1,22865,"removal of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar",,,,
removal_anterior_disc_arthroplasty,Total disk arthroplasty,lumbar,22865,"removal of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar",,,,
removal_anterior_disc_arthroplasty,Total disk arthroplasty,cervical,22864,"removal of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical",,,,
anterior_disc_arthroplasty,Total disk arthroplasty,modified_by_dx, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,sacral, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,l5_s1, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,lumbar, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,thoracic, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,cervical,22551,"arthrodesis, anterior interbody, including disc space preparation, discectomy, osteophytectomy and decompression of spinal cord and/or nerve roots; cervical below c2",,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,odontoid, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,c1_c2, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,unspecified, , ,,,,
decompression_diskectomy_fusion,Anterior diskectomy and fusion with decompression of the central canal and nerve roots,modified_by_dx, , ,,,,
diskectomy_fusion,Anterior diskectomy and fusion,sacral, , ,,,,
diskectomy_fusion,Anterior diskectomy and fusion,l5_s1,22558,"arthrodesis, anterior interbody technique including minimal discectomy to prepare interspace (other than for decompression); lumbar",,,,
diskectomy_fusion,Anterior diskectomy and fusion,lumbar,22558,"arthrodesis, anterior interbody technique including minimal discectomy to prepare interspace (other than for decompression); lumbar",,,,
diskectomy_fusion,Anterior diskectomy and fusion,thoracic,22556,"arthrodesis, anterior interbody technique including minimal discectomy to prepare interspace (other than for decompression); thoracic",,,,
diskectomy_fusion,Anterior diskectomy and fusion,cervical,22554,"arthrodesis, anterior interbody technique, including minimal discectomy to prepare interspace (other than for decompression); cervical below c2",,,,
diskectomy_fusion,Anterior diskectomy and fusion,odontoid, , ,,,,
diskectomy_fusion,Anterior diskectomy and fusion,c1_c2, , ,,,,
diskectomy_fusion,Anterior diskectomy and fusion,unspecified, , ,,,,
diskectomy_fusion,Anterior diskectomy and fusion,modified_by_dx, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,sacral, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,l5_s1, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,lumbar, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,thoracic, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,cervical, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,odontoid, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,c1_c2, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,unspecified, , ,,,,
diskectomy_fusion_no_interbody_device,Anterior diskectomy and fusion,modified_by_dx, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,sacral, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,l5_s1, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,lumbar, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,thoracic, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,cervical, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,odontoid, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,c1_c2, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,unspecified, , ,,,,
anterior_interbody_implant,Insertion of interbody biomechanical implant,modified_by_dx, , ,,,,
corpectomy,Anterior vertebral corpectomy,sacral, , ,,,,
corpectomy,Anterior vertebral corpectomy,l5_s1,63087,"vertebral corpectomy (vertebral body resection), partial or complete, combined thoracolumbar approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic or lumbar; single segment",,,,
corpectomy,Anterior vertebral corpectomy,lumbar,63087,"vertebral corpectomy (vertebral body resection), partial or complete, combined thoracolumbar approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic or lumbar; single segment",,,,
corpectomy,Anterior vertebral corpectomy,thoracic,63087,"vertebral corpectomy (vertebral body resection), partial or complete, combined thoracolumbar approach with decompression of spinal cord, cauda equina or nerve root(s), lower thoracic or lumbar; single segment",,,,
corpectomy,Anterior vertebral corpectomy,cervical,63081,"vertebral corpectomy (vertebral body resection), partial or complete, anterior approach with decompression of spinal cord and/or nerve root(s); cervical, single segment",,,,
corpectomy,Anterior vertebral corpectomy,odontoid, , ,,,,
corpectomy,Anterior vertebral corpectomy,c1_c2, , ,,,,
corpectomy,Anterior vertebral corpectomy,unspecified, , ,,,,
corpectomy,Anterior vertebral corpectomy,modified_by_dx, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,sacral, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,l5_s1, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,lumbar, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,thoracic, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,cervical, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,odontoid, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,c1_c2, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,unspecified, , ,,,,
corpectomy_cage,Anterior insertion of intervertebral biomechanical implant,modified_by_dx, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),sacral, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),l5_s1, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),lumbar, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),thoracic, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),cervical, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),odontoid, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),c1_c2, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),unspecified, , ,,,,
anterior_plate,Anterior spinal instrumentation (distinct from an interbody implant),modified_by_dx, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),sacral, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),l5_s1, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),lumbar, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),thoracic, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),cervical, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),odontoid, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),c1_c2, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),unspecified, , ,,,,
anterior_buttress_plate,Anterior spinal instrumentation (distinct from an interbody implant),modified_by_dx, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,sacral, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,l5_s1, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,lumbar, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,thoracic, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,cervical, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,odontoid, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,c1_c2, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,unspecified, , ,,,,
screw_washer,Anterior spinal instrumentation (distinct from an interbody implant,modified_by_dx, , ,,,,
