spine_category,category_number,site,site_cervical,site_thoracic,site_lumbar,diagnosis,icd10_code,three_digit,chapter,sub_chapter,major,dx_lower,site_number
Deformity,2,cervical,TRUE,FALSE,FALSE,"Spondylolisthesis, occipito-atlanto-axial region",M43.11,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"spondylolisthesis, occipito-atlanto-axial region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Spondylolisthesis, cervical region",M43.12,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"spondylolisthesis, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Fusion of spine, occipito-atlanto-axial region",M43.21,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"fusion of spine, occipito-atlanto-axial region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Fusion of spine, cervical region",M43.22,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"fusion of spine, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,Recurrent atlantoaxial dislocation with myelopathy,M43.3,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,recurrent atlantoaxial dislocation with myelopathy,5
Deformity,2,cervical,TRUE,FALSE,FALSE,Other recurrent atlantoaxial dislocation,M43.4,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,other recurrent atlantoaxial dislocation,5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Other recurrent vertebral dislocation, cervical region",M43.5X2,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"other recurrent vertebral dislocation, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Other specified deforming dorsopathies, occipito-atlanto-axial region",M43.8X1,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"other specified deforming dorsopathies, occipito-atlanto-axial region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Other specified deforming dorsopathies, cervical region",M43.8X2,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"other specified deforming dorsopathies, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Other secondary kyphosis, cervical region",M40.12,M40,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Kyphosis and lordosis,"other secondary kyphosis, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Unspecified kyphosis, cervical region",M40.202,M40,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Kyphosis and lordosis,"unspecified kyphosis, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Other kyphosis, cervical region",M40.292,M40,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Kyphosis and lordosis,"other kyphosis, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,Cervicocranial syndrome,M53.0,M53,Diseases of the musculoskeletal system and connective tissue,Other Dorsopathies,"Other and unspecified dorsopathies, not elsewhere classified",cervicocranial syndrome,5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Spinal instabilities, occipito-atlanto-axial region",M53.2X1,M53,Diseases of the musculoskeletal system and connective tissue,Other Dorsopathies,"Other and unspecified dorsopathies, not elsewhere classified","spinal instabilities, occipito-atlanto-axial region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Spinal instabilities, cervical region",M53.2X2,M53,Diseases of the musculoskeletal system and connective tissue,Other Dorsopathies,"Other and unspecified dorsopathies, not elsewhere classified","spinal instabilities, cervical region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Other specified dorsopathies, occipito-atlanto-axial region",M53.81,M53,Diseases of the musculoskeletal system and connective tissue,Other Dorsopathies,"Other and unspecified dorsopathies, not elsewhere classified","other specified dorsopathies, occipito-atlanto-axial region",5
Deformity,2,cervical,TRUE,FALSE,FALSE,"Other specified dorsopathies, cervical region",M53.82,M53,Diseases of the musculoskeletal system and connective tissue,Other Dorsopathies,"Other and unspecified dorsopathies, not elsewhere classified","other specified dorsopathies, cervical region",5
Deformity,2,all,TRUE,TRUE,TRUE,"Scoliosis, unspecified",M41.9,M41,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Scoliosis,"scoliosis, unspecified",6
Deformity,2,all,TRUE,TRUE,TRUE,"Spondylolysis, multiple sites in spine",M43.09,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"spondylolysis, multiple sites in spine",6
Deformity,2,all,TRUE,TRUE,TRUE,"Spondylolisthesis, multiple sites in spine",M43.19,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"spondylolisthesis, multiple sites in spine",6
Deformity,2,all,TRUE,TRUE,TRUE,"Deforming dorsopathy, unspecified",M43.9,M43,Diseases of the musculoskeletal system and connective tissue,Deforming Dorsopathies,Other deforming dorsopathies,"deforming dorsopathy, unspecified",6
Deformity,2,all,TRUE,TRUE,TRUE,Cervicobrachial syndrome,M53.1,M53,Diseases of the musculoskeletal system and connective tissue,Other Dorsopathies,"Other and unspecified dorsopathies, not elsewhere classified",cervicobrachial syndrome,6
Deformity,2,all,TRUE,TRUE,TRUE,"Dorsopathy, unspecified",M53.9,M53,Diseases of the musculoskeletal system and connective tissue,Other Dorsopathies,"Other and unspecified dorsopathies, not elsewhere classified","dorsopathy, unspecified",6
Deformity,2,all,TRUE,TRUE,TRUE,Acquired deformity of neck,M95.3,M95,Diseases of the musculoskeletal system and connective tissue,Other Disorders Of The Musculoskeletal System And Connective Tissue,Oth acquired deformities of ms sys and connective tissue,acquired deformity of neck,6
Deformity,2,all,TRUE,TRUE,TRUE,Other specified acquired deformities of musculoskeletal system,M95.8,M95,Diseases of the musculoskeletal system and connective tissue,Other Disorders Of The Musculoskeletal System And Connective Tissue,Oth acquired deformities of ms sys and connective tissue,other specified acquired deformities of musculoskeletal system,6
Deformity,2,all,TRUE,TRUE,TRUE,"Acquired deformity of musculoskeletal system, unspecified",M95.9,M95,Diseases of the musculoskeletal system and connective tissue,Other Disorders Of The Musculoskeletal System And Connective Tissue,Oth acquired deformities of ms sys and connective tissue,"acquired deformity of musculoskeletal system, unspecified",6
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Traumatic spondylopathy, lumbar region",M48.36,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"traumatic spondylopathy, lumbar region",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Traumatic spondylopathy, lumbosacral region",M48.37,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"traumatic spondylopathy, lumbosacral region",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Traumatic spondylopathy, sacral and sacrococcygeal region",M48.38,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"traumatic spondylopathy, sacral and sacrococcygeal region",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Fatigue fracture of vertebra, lumbar region, initial encounter for fracture",M48.46XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"fatigue fracture of vertebra, lumbar region, initial encounter for fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Fatigue fracture of vertebra, lumbosacral region, initial encounter for fracture",M48.47XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"fatigue fracture of vertebra, lumbosacral region, initial encounter for fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Fatigue fracture of vertebra, sacral and sacrococcygeal region, initial encounter for fracture",M48.48XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"fatigue fracture of vertebra, sacral and sacrococcygeal region, initial encounter for fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Collapsed vertebra, not elsewhere classified, lumbar region, initial encounter for fracture",M48.56XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"collapsed vertebra, not elsewhere classified, lumbar region, initial encounter for fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Collapsed vertebra, not elsewhere classified, lumbosacral region, initial encounter for fracture",M48.57XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"collapsed vertebra, not elsewhere classified, lumbosacral region, initial encounter for fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Collapsed vertebra, not elsewhere classified, sacral and sacrococcygeal region, initial encounter for fracture",M48.58XA,M48,Diseases of the musculoskeletal system and connective tissue,Spondylopathies,Other spondylopathies,"collapsed vertebra, not elsewhere classified, sacral and sacrococcygeal region, initial encounter for fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.000A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of unspecified lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.000B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of unspecified lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.001A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.001B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.002A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of unspecified lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.002B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of unspecified lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.008A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of unspecified lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.008B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of unspecified lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture",S32.009A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture",S32.009B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of first lumbar vertebra, initial encounter for closed fracture",S32.010A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of first lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of first lumbar vertebra, initial encounter for open fracture",S32.010B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of first lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of first lumbar vertebra, initial encounter for closed fracture",S32.011A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of first lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of first lumbar vertebra, initial encounter for open fracture",S32.011B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of first lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of first lumbar vertebra, initial encounter for closed fracture",S32.012A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of first lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of first lumbar vertebra, initial encounter for open fracture",S32.012B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of first lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of first lumbar vertebra, initial encounter for closed fracture",S32.018A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of first lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of first lumbar vertebra, initial encounter for open fracture",S32.018B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of first lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",S32.019A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of first lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of first lumbar vertebra, initial encounter for open fracture",S32.019B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of first lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of second lumbar vertebra, initial encounter for closed fracture",S32.020A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of second lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of second lumbar vertebra, initial encounter for open fracture",S32.020B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of second lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of second lumbar vertebra, initial encounter for closed fracture",S32.021A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of second lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of second lumbar vertebra, initial encounter for open fracture",S32.021B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of second lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of second lumbar vertebra, initial encounter for closed fracture",S32.022A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of second lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of second lumbar vertebra, initial encounter for open fracture",S32.022B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of second lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of second lumbar vertebra, initial encounter for closed fracture",S32.028A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of second lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of second lumbar vertebra, initial encounter for open fracture",S32.028B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of second lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",S32.029A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of second lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of second lumbar vertebra, initial encounter for open fracture",S32.029B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of second lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of third lumbar vertebra, initial encounter for closed fracture",S32.030A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of third lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of third lumbar vertebra, initial encounter for open fracture",S32.030B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of third lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of third lumbar vertebra, initial encounter for closed fracture",S32.031A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of third lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of third lumbar vertebra, initial encounter for open fracture",S32.031B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of third lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of third lumbar vertebra, initial encounter for closed fracture",S32.032A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of third lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of third lumbar vertebra, initial encounter for open fracture",S32.032B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of third lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of third lumbar vertebra, initial encounter for closed fracture",S32.038A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of third lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of third lumbar vertebra, initial encounter for open fracture",S32.038B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of third lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",S32.039A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of third lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of third lumbar vertebra, initial encounter for open fracture",S32.039B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of third lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.040A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of fourth lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.040B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of fourth lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.041A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.041B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.042A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of fourth lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unstable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.042B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unstable burst fracture of fourth lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.048A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of fourth lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Other fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.048B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"other fracture of fourth lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture",S32.049A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Unspecified fracture of fourth lumbar vertebra, initial encounter for open fracture",S32.049B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"unspecified fracture of fourth lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of fifth lumbar vertebra, initial encounter for closed fracture",S32.050A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of fifth lumbar vertebra, initial encounter for closed fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Wedge compression fracture of fifth lumbar vertebra, initial encounter for open fracture",S32.050B,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"wedge compression fracture of fifth lumbar vertebra, initial encounter for open fracture",1
Trauma,3,lumbar,FALSE,FALSE,TRUE,"Stable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",S32.051A,S32,"Injury, poisoning and certain other consequences of external causes","Injuries To The Abdomen, Lower Back, Lumbar Spine, Pelvis And External Genitals",Fracture of lumbar spine and pelvis,"stable burst fracture of fifth lumbar vertebra, initial encounter for closed fracture",1
